2026-04-16 16:20:59,DOTUSDT,Maximo:1.343,Actual:1.334,Retroceso:0.67%
2026-04-16 16:21:29,LINKUSDT,Maximo:9.61,Actual:9.55,Retroceso:0.62%
2026-04-16 16:21:29,DOTUSDT,Maximo:1.343,Actual:1.334,Retroceso:0.67%
2026-04-16 16:22:01,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:22:01,DOTUSDT,Maximo:1.343,Actual:1.335,Retroceso:0.60%
2026-04-16 16:24:36,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:27:40,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:28:11,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:30:13,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:30:44,LINKUSDT,Maximo:9.61,Actual:9.56,Retroceso:0.52%
2026-04-16 16:31:14,LINKUSDT,Maximo:9.61,Actual:9.55,Retroceso:0.62%
2026-04-16 16:31:14,DOTUSDT,Maximo:1.343,Actual:1.336,Retroceso:0.52%
2026-04-16 16:31:45,LINKUSDT,Maximo:9.61,Actual:9.55,Retroceso:0.62%
2026-04-16 16:31:45,DOTUSDT,Maximo:1.343,Actual:1.336,Retroceso:0.52%
2026-04-16 16:32:16,LINKUSDT,Maximo:9.61,Actual:9.55,Retroceso:0.62%
2026-04-16 16:32:16,DOTUSDT,Maximo:1.343,Actual:1.335,Retroceso:0.60%
2026-04-16 16:32:46,LINKUSDT,Maximo:9.61,Actual:9.54,Retroceso:0.73%
2026-04-16 16:32:46,DOTUSDT,Maximo:1.343,Actual:1.331,Retroceso:0.89%
2026-04-16 16:33:17,LINKUSDT,Maximo:9.61,Actual:9.52,Retroceso:0.94%
2026-04-16 16:33:17,DOTUSDT,Maximo:1.343,Actual:1.33,Retroceso:0.97%
2026-04-16 16:33:47,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:33:47,DOTUSDT,Maximo:1.343,Actual:1.33,Retroceso:0.97%
2026-04-16 16:34:18,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:34:18,DOTUSDT,Maximo:1.343,Actual:1.33,Retroceso:0.97%
2026-04-16 16:34:48,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:34:48,DOTUSDT,Maximo:1.343,Actual:1.328,Retroceso:1.12%
2026-04-16 16:35:19,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:35:19,DOTUSDT,Maximo:1.343,Actual:1.327,Retroceso:1.19%
2026-04-16 16:35:49,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:35:49,DOTUSDT,Maximo:1.343,Actual:1.329,Retroceso:1.04%
2026-04-16 16:36:20,LINKUSDT,Maximo:9.61,Actual:9.52,Retroceso:0.94%
2026-04-16 16:36:20,DOTUSDT,Maximo:1.343,Actual:1.328,Retroceso:1.12%
2026-04-16 16:36:50,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:36:50,DOTUSDT,Maximo:1.343,Actual:1.327,Retroceso:1.19%
2026-04-16 16:37:20,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:37:20,DOTUSDT,Maximo:1.343,Actual:1.328,Retroceso:1.12%
2026-04-16 16:37:51,LINKUSDT,Maximo:9.61,Actual:9.52,Retroceso:0.94%
2026-04-16 16:37:51,DOTUSDT,Maximo:1.343,Actual:1.328,Retroceso:1.12%
2026-04-16 16:38:21,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:38:21,DOTUSDT,Maximo:1.343,Actual:1.33,Retroceso:0.97%
2026-04-16 16:38:51,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:38:51,DOTUSDT,Maximo:1.343,Actual:1.33,Retroceso:0.97%
2026-04-16 16:39:22,LINKUSDT,Maximo:9.61,Actual:9.53,Retroceso:0.83%
2026-04-16 16:39:22,DOTUSDT,Maximo:1.343,Actual:1.328,Retroceso:1.12%
2026-04-16 16:39:53,LINKUSDT,Maximo:9.61,Actual:9.52,Retroceso:0.94%
2026-04-16 16:39:53,DOTUSDT,Maximo:1.343,Actual:1.326,Retroceso:1.27%
2026-04-16 16:40:23,SOLUSDT,Maximo:89.9,Actual:89.36,Retroceso:0.60%
2026-04-16 16:40:23,LINKUSDT,Maximo:9.61,Actual:9.51,Retroceso:1.04%
2026-04-16 16:40:23,DOTUSDT,Maximo:1.343,Actual:1.326,Retroceso:1.27%
2026-04-16 16:40:54,SOLUSDT,Maximo:89.9,Actual:89.33,Retroceso:0.63%
2026-04-16 16:40:54,LINKUSDT,Maximo:9.61,Actual:9.51,Retroceso:1.04%
2026-04-16 16:40:54,DOTUSDT,Maximo:1.343,Actual:1.327,Retroceso:1.19%
2026-04-16 16:41:24,SOLUSDT,Maximo:89.9,Actual:89.38,Retroceso:0.58%
2026-04-16 16:41:24,LINKUSDT,Maximo:9.61,Actual:9.5,Retroceso:1.14%
